position_mm,Al,Si,Cl,Ca,Sc,Ti,Mn,Fe,Cu,As,Se,Sr,Y,Cd,Sb
123.4,370,724,1603,4269013,1709,955,2677,1057,4371,1385,1773,1310,549,2133,6369
123.6,308,768,1588,4328614,1777,1000,2335,569,4449,1767,1536,1370,398,2073,6337
123.80000000000001,337,646,1814,4380905,1624,911,2393,281,4314,1510,1712,1377,417,2246,5735
124.0,358,625,1766,4344759,1192,585,2376,1339,4407,1386,1534,1281,358,2099,5778
124.19999999999999,391,578,1545,4318199,701,482,2376,1361,4287,1325,1605,1430,372,2147,6526
124.4,407,622,1412,4387357,1418,448,3746,186,4260,1396,1477,1349,344,2127,6953
124.6,467,660,1587,4406302,615,405,3240,527,4442,1700,1692,1379,355,2328,6218
124.80000000000001,438,571,1399,4381583,1796,424,2676,745,4458,1124,1271,1347,183,2281,6548
125.0,436,582,1339,4330041,1752,530,3267,22,4476,806,1472,1223,280,2182,5416
125.19999999999999,432,776,1513,4453655,1532,517,2600,286,4647,1065,1222,1535,397,2183,5433
125.4,442,661,1685,4363681,1419,577,2094,220,4702,1176,1567,1324,185,2266,5698
125.6,290,519,1537,4398516,1471,466,2003,137,4662,1214,1602,1404,309,2101,8051
125.80000000000001,337,719,1498,4292185,1824,465,1469,173,4686,1622,1476,1209,269,2191,5053
126.0,386,701,1551,4234251,1630,481,1363,133,4546,1740,1711,1138,518,2075,5558
126.19999999999999,408,609,1488,4246300,1734,586,1128,393,4736,1564,1795,1143,234,2196,5655
126.4,381,544,1564,4216151,2363,524,1122,170,4803,1759,1733,1270,412,2111,5825
126.6,426,667,1530,4263286,1191,610,2130,218,4581,1396,1729,1250,249,2199,5266
126.80000000000001,326,800,1335,4324050,1419,518,2455,255,4443,1450,1804,1277,449,2116,7658
127.0,388,685,1251,4274643,1401,491,2266,168,4424,1164,1481,1254,410,2150,6812
127.19999999999999,339,602,1405,4360458,1716,481,2451,190,4622,1342,1470,1455,265,2146,4946
127.4,374,729,1436,4388564,1910,682,2492,361,4650,1306,1612,1481,551,2282,6326
127.6,398,892,1598,4356027,2032,617,2703,341,4440,1550,1606,1214,193,2271,5129
127.80000000000001,472,764,1707,4356252,1681,464,2994,252,4540,1342,1733,1394,249,2238,6066
128.0,358,768,1577,4309589,880,724,3135,249,4326,1017,1514,1385,465,2226,5899
128.2,364,726,1626,4311163,761,945,2541,803,4634,808,1661,1225,106,2172,7019
128.4,359,749,1699,4325522,1233,739,2747,282,4652,1123,1625,1342,242,2135,6145
128.6,418,741,1842,4311264,1922,641,2326,189,4531,1145,1362,1257,315,2296,5498
128.8,410,895,1524,4265171,1411,522,2432,317,4735,1044,1782,1181,392,2166,5905
129.0,472,716,1490,4248601,2120,421,2622,272,4769,1271,1627,1163,340,2185,5640
129.2,279,765,1459,4319543,2402,472,2114,326,4470,1463,1530,1264,334,2292,4774
129.4,424,821,1541,4301576,1622,737,1824,260,4244,1318,1751,1380,328,2070,5752
129.6,463,861,1679,4239985,2260,819,2024,539,4438,1191,1708,1254,358,2243,5729
129.8,400,794,1699,4273372,2406,771,2789,534,4677,1463,1835,1250,330,2132,5996
130.0,372,762,1519,4237577,1778,901,2072,422,4678,1599,1963,1397,615,2030,5162
130.2,465,719,1555,4211103,1414,739,2551,308,4835,1301,1606,1135,430,2047,6702
130.4,211,628,1415,4196802,2944,581,1748,159,4710,1359,1989,1227,664,2095,6014
130.6,348,751,1428,4265298,2582,607,876,366,4809,1601,1926,1179,390,2131,5861
130.8,301,631,1421,4278674,2844,640,1537,531,4906,1516,1826,1279,376,1869,4690
131.0,363,851,1603,4273223,2607,684,1629,830,4784,1659,1918,1167,256,2244,6305
131.2,428,897,1735,4315926,1556,737,1170,714,4612,1593,1593,1201,514,2034,6302
131.4,547,971,1697,4298060,1573,947,1350,804,4699,1595,1606,1145,400,2260,5394
131.6,411,973,1664,4230116,2456,770,1436,957,4704,1949,1885,1183,447,2070,5066
131.8,401,906,1606,4259402,2844,1067,1922,1196,4863,1665,1645,1287,466,2115,5681
132.0,371,1079,1570,4241862,1181,995,2079,1109,4878,1160,1925,1316,434,2076,5913
132.2,431,973,1607,4308314,1933,632,2089,755,4498,1322,1918,1237,388,1971,5180
132.4,458,957,1641,4334703,1423,763,2399,721,4269,1348,1472,1427,282,2150,5569
132.6,378,1007,1708,4292750,2130,911,2124,1068,4257,1304,1517,1258,310,2113,4374
132.8,444,1209,1939,4306797,741,1231,1894,1935,4501,1503,1953,1446,478,2003,4407
133.0,377,1264,1850,4337246,1735,1232,2296,2131,4573,1368,1715,1369,362,2194,6159
133.2,345,1123,1793,4348150,1737,1122,2963,1165,4444,1510,1625,1261,378,2190,5264
133.4,457,1094,1702,4347058,1532,1136,2817,1175,4647,1619,1875,1459,688,2187,5976
133.6,485,1108,1825,4393195,2125,765,2799,1121,4591,1264,1380,1543,326,2149,6553
133.8,372,997,1607,4317130,2488,823,2505,957,4480,1913,1405,1471,504,2116,7762
134.0,435,1076,1872,4468979,2783,851,2727,1036,4050,1093,1304,1623,315,2275,7399
134.2,404,1010,1803,4378858,2694,770,2858,853,4060,1163,1318,1424,291,2195,6171
134.4,371,1131,1762,4405437,3428,756,2980,808,4057,1055,1331,1588,247,2284,6628
134.6,352,1236,1862,4344939,3381,1133,2362,1475,4069,833,1245,1330,243,2161,5336
134.8,394,1078,1770,4359439,2333,1092,2901,1091,4024,722,907,1468,114,2063,6133
135.0,473,1288,1751,4481011,2712,947,3347,1015,4098,944,1025,1450,257,2195,5597
135.2,523,1027,1836,4363256,2053,769,3492,929,3729,1020,1093,1408,358,2169,6471
135.4,481,997,1789,4391139,778,784,3145,794,3915,839,1107,1435,232,2294,6504
135.6,433,1074,1405,4446314,244,729,3133,829,3854,767,1259,1303,263,2132,4023
135.8,408,988,1486,4424396,0,958,3714,789,4350,650,1096,1520,254,2141,5764
136.0,420,1111,1687,4491974,1423,1021,4203,782,4144,546,948,1749,435,2222,6819
136.2,372,888,1781,4422540,1296,821,3593,512,3501,261,816,1577,480,2156,5948
136.4,478,1006,1875,4376042,720,1098,3394,801,3339,187,606,1604,525,2252,5777
136.6,416,1132,1626,4438308,0,1450,5957,1472,3488,0,784,1392,374,2239,5051
136.8,351,1007,1531,4390333,0,1077,5561,1039,3338,447,605,1502,320,2137,6396
137.0,479,1026,1591,4316761,1719,1013,4936,765,3238,306,486,1373,280,2278,4479
137.2,395,1010,1557,4431666,220,1052,5751,775,3258,203,632,1556,329,2265,5962
137.4,433,1000,1720,4360088,1607,715,4493,561,3130,251,657,1364,276,2093,6452
137.6,382,909,1906,4244249,818,818,4034,655,3056,54,618,1295,328,1970,6948
137.8,363,929,1912,4307284,1400,907,4300,557,3310,194,918,990,250,2136,4433
138.0,421,885,1941,4452370,2518,886,4117,578,3953,272,1106,1197,426,2225,3161
138.2,453,756,1575,4302899,1472,757,3726,407,4144,782,1247,1114,297,2146,6097
138.4,382,824,1530,4317515,37,785,3434,355,4238,860,1355,1039,447,2137,5658
138.6,379,670,1172,4219503,658,475,3695,94,4132,1006,1602,1004,334,2109,3520
138.8,350,864,1160,4326552,326,300,3784,0,4025,1284,1717,1230,493,2216,4643
139.0,356,773,1095,4282119,1909,419,4024,0,4146,1177,1661,1056,358,2062,4473
139.2,372,793,1136,4185366,1429,516,3438,177,4200,822,1627,908,467,1966,6281
139.4,383,774,1222,4167705,1604,623,2824,206,4273,1298,1950,942,342,1999,5017
139.6,395,966,1216,4179694,1391,1044,3177,429,4646,1067,1726,1114,371,2122,5551
139.8,430,969,1267,4101092,1352,1166,4293,227,4284,961,1598,1099,356,2015,6382
140.0,339,815,1253,4127796,1414,913,3557,412,4307,957,1445,1092,372,1929,3251
140.2,383,915,1287,4194832,1645,791,3263,652,4448,1461,1575,985,216,2071,4180
140.4,400,848,1129,4168932,1454,719,2917,355,4408,1375,1455,935,404,2090,4441
140.6,360,714,1165,4165113,1327,444,2785,301,4502,1588,1852,1103,535,1961,4877
140.8,322,827,1077,4264423,1565,320,3119,407,4479,1693,1697,1103,576,2060,5282
141.0,357,931,1133,4289071,1969,650,3826,579,4643,1901,1544,990,462,1982,4319
141.2,423,859,1328,4145307,2016,779,3561,607,4486,1047,1636,839,396,2001,4956
141.4,345,670,1246,3979273,1531,785,3634,266,4504,990,1761,725,538,2070,3169
141.6,383,882,1326,4016044,3230,674,3850,577,4536,1131,1490,770,359,1837,3347
141.8,425,835,1283,4128418,1540,709,4047,337,4514,1542,1545,788,388,2006,5081
142.0,386,799,1229,4070885,2389,594,3458,280,4428,1121,1565,754,276,2111,3269
142.2,384,915,1178,4228046,2817,888,3256,572,4380,1916,1637,1015,545,2120,3419
142.4,462,770,1171,4216767,1156,758,2719,585,4168,1593,1819,1054,412,2093,2876
142.6,349,718,1183,4094286,2681,517,2713,314,4366,1213,1533,836,321,2099,3486
142.8,338,704,1246,4046803,2869,770,1920,290,4104,570,1574,853,260,2013,4123
143.0,413,799,1611,4259069,3376,627,2452,510,4330,1124,1558,1109,303,2286,4725
143.2,377,958,1549,4203586,3242,745,2584,745,4086,1294,1499,1107,457,1926,5123
143.4,364,912,1581,4203489,3650,901,2551,557,3976,999,1555,967,377,1910,2873
143.6,361,779,1291,4219186,2491,979,2841,468,4562,1388,1635,1037,669,2118,4536
143.8,387,745,1265,4177522,2221,887,2016,500,4405,1361,2034,993,412,1957,4278
144.0,412,792,1322,4203493,2468,810,1682,428,4474,1541,1891,1091,486,2269,4890
144.2,440,987,1337,4273212,2388,714,2468,700,4521,1782,1494,908,446,1969,5629
144.4,497,942,1366,4308959,1092,1172,2100,909,4436,1163,1427,1044,493,2109,4769
144.6,342,1022,1538,4286225,2214,1285,2626,882,4363,1169,1483,1036,348,1922,4834
144.8,407,964,1625,4258867,2037,1340,2646,666,4364,1342,1544,1067,496,2161,3122
145.0,518,1078,1648,4294152,1892,1772,2860,919,4328,1552,1725,926,369,2110,4490
145.2,375,1010,1675,4292609,1694,2110,2637,1180,4238,1333,1892,979,217,2236,3708
145.4,350,782,1500,4188104,1360,1290,1941,899,4434,1245,1884,956,316,2004,5402
145.6,322,720,1220,4101238,1373,910,2332,615,4552,608,1734,996,248,2060,5712
145.8,363,690,1184,4260933,1824,874,2990,439,4346,1395,1611,1192,471,2104,4874
146.0,426,764,1375,4243958,3499,733,2850,527,4407,1076,2049,937,478,2135,4724
146.2,375,882,1294,4183249,2473,765,3024,329,4361,1244,1534,1205,381,2021,4514
146.4,398,928,1489,4341957,1925,1051,3052,667,4402,1248,1766,1112,304,2246,3728
146.6,392,868,1659,4223462,1259,1270,2584,601,4556,1726,1736,1100,570,2027,4407
146.8,435,807,1705,4323459,1109,1480,2147,305,4638,1566,1950,1138,443,2165,4063
147.0,390,708,1744,4259521,379,1560,1834,287,4429,1693,1851,1278,511,2133,5896
147.2,425,600,1476,4217821,219,1414,2008,200,4690,2055,1812,1099,376,2039,5420
147.4,427,725,1502,4271496,2255,1348,2887,46,4547,2367,1845,1115,413,2354,6535
147.6,379,646,1323,4256896,1669,1883,3139,149,4750,1816,1575,972,350,2186,6301
147.8,391,623,1439,4188283,2072,1196,3173,73,4560,1790,1433,1118,368,2088,5411
148.0,388,834,1758,4261025,2686,1118,3553,305,4515,1362,1722,1151,270,2245,6030
148.2,435,797,2077,4257559,2691,1614,3219,311,4669,1287,1597,1291,495,2084,4869
148.4,360,794,2269,4317821,2685,1899,2938,297,4722,1412,1667,1098,340,2279,6843
148.6,335,794,2086,4207278,1366,1909,3018,244,4688,1064,1897,1116,413,2101,6300
148.8,459,601,1806,4037893,2376,1703,3222,112,4690,619,1738,919,429,2155,4824
149.0,384,585,1777,3979558,1917,1753,3215,309,4513,408,1631,850,66,2026,5102
149.2,380,683,1823,4248057,2220,1895,3098,122,4521,1501,1700,1261,407,2010,4293
149.4,332,659,1716,4351251,2443,1947,2811,160,4598,1164,1705,1236,310,2179,5537
149.6,390,735,1991,4381318,2047,2123,3246,100,4584,1701,1755,1102,454,2242,5490
149.8,325,642,2185,4328694,2383,2440,3050,93,4589,1745,1743,1068,525,2218,3816
150.0,392,761,2156,4388486,1857,2694,2906,181,4561,1788,1698,1332,447,2287,6918
150.2,413,767,2325,4251181,1528,2904,3054,176,4558,1744,1679,1182,300,2310,4774
150.4,456,678,2149,4277905,1922,2461,2398,234,4618,1856,1911,1214,309,2244,4809
150.6,398,658,2037,4246102,1556,2213,2768,153,4534,1943,1857,1405,541,2162,6756
150.8,423,732,1958,4301458,1214,2224,3558,50,4938,2013,2002,1116,393,2187,5755
151.0,332,654,1968,4293264,1635,2292,3737,123,4894,2070,1772,1115,388,2183,4135
151.2,385,599,1907,4248517,2035,2441,3364,314,4826,1724,1570,1127,521,1953,4393
151.4,378,618,2122,4386957,1855,2147,2663,275,4745,1784,1350,1069,360,1963,4467
151.6,270,783,2185,4290075,2573,2533,1686,293,4709,2135,1369,1085,324,1908,4296
151.8,465,762,2404,4279249,5547,4296,2791,358,4887,2028,1289,1212,332,1944,5468
152.0,422,732,2430,4241070,4050,3691,2034,538,4653,1752,1685,1224,385,2087,3713
152.2,446,728,2621,4322739,3095,2644,1902,511,4851,2000,1755,1259,382,2170,3601
152.4,339,745,2440,4309071,2450,2436,2264,273,4836,2251,1746,1319,574,2076,3516
152.6,384,666,2255,4274683,2964,2094,2962,275,4616,2070,1802,1168,344,2084,4934
152.8,412,605,2461,4231762,2866,2276,2317,222,4574,2209,1740,1157,431,2164,5283
153.0,357,680,2215,4256608,3638,1863,2111,232,4671,2077,1901,1042,425,1949,4027
153.2,387,706,2241,4279158,3845,1698,1765,331,5078,2197,1891,1154,576,2185,5853
153.4,338,621,1974,4260350,2670,1575,1311,291,4741,1960,1991,1171,506,2265,5305
153.6,285,775,2223,4306731,2595,1760,1503,200,4587,1830,1754,1408,412,2194,4106
153.8,463,751,2829,4264482,3438,2115,2502,202,4486,1931,1773,1487,355,2103,4446
154.0,387,780,2754,4330128,3790,2329,2584,311,4822,1880,1756,1429,496,2213,4760
154.2,360,812,2726,4250463,4052,2158,2623,236,4879,1798,1615,1376,435,2125,4474
154.4,423,745,2575,4249654,3510,1881,2676,284,4589,1957,1655,1300,449,2060,3727
154.6,436,686,2660,4290663,3682,2242,2896,92,4797,1617,1636,1351,421,2203,5541
154.8,415,780,2462,4293401,2343,2093,2753,180,4732,1962,1659,1207,314,2139,4951
155.0,344,744,2066,4192863,2061,1689,2091,331,4903,2094,1486,1030,383,2159,5015
155.2,429,734,1985,4268785,2840,1686,2947,351,5201,1954,1803,1380,399,2333,5832
155.4,423,759,2233,4248207,2339,1511,2921,336,4596,2071,1598,1337,442,2200,4227
155.6,476,839,2440,4369902,2832,1768,2307,564,4636,1870,1649,1242,364,2131,3753
155.8,433,834,2550,4296436,3972,2140,2860,597,4468,1781,1604,1324,590,2231,3759
156.0,368,732,2552,4224795,3299,2283,3709,280,4387,1769,1606,1139,508,2076,3980
156.2,388,779,2462,4242972,2071,2259,3845,300,4408,1655,1640,1193,504,2195,3838
156.4,407,791,2227,4231181,1355,1892,3705,291,4627,1631,1699,1147,243,2130,7320
156.6,415,802,2032,4279207,1142,1842,3634,168,4739,1805,1674,1085,475,2170,6449
156.8,427,693,2046,4332318,1986,1842,3180,193,4665,1922,1584,1297,351,2156,4881
157.0,339,631,1907,4315363,1870,1778,2646,303,4787,1746,1812,1203,585,2144,3935
157.2,398,656,2148,4389311,2143,1900,2631,253,4761,1346,1380,1248,394,2314,3214
157.4,382,658,3271,4383510,1178,2154,2866,314,4924,1720,1794,1434,576,2183,5594
157.6,433,691,3077,4346331,2696,1630,2894,166,4716,2047,1737,1241,342,1981,4227
157.8,361,781,2230,4360730,2436,1481,2336,310,4471,1911,1828,1359,562,2119,4709
158.0,437,750,2122,4299685,1499,1438,2258,392,4378,1772,1956,1322,535,2323,5548
158.2,369,681,1824,4236230,972,1342,3624,120,4514,1810,1896,1404,488,2203,6304
158.4,350,711,1483,4225628,1001,1115,2924,198,4493,1832,1752,1337,558,2058,5906
158.6,401,570,1624,4345242,2744,841,2438,179,4483,1819,1829,1562,606,2113,5500
158.8,414,710,1833,4389615,2610,950,2303,173,4376,1829,1919,1618,556,2120,6995
159.0,258,729,1917,4335942,3192,1315,2552,468,4364,1727,1470,1406,445,2239,6182
159.2,404,966,2124,4322151,1359,1583,2172,827,4512,1620,1531,1269,496,2164,5898
159.4,379,835,2182,4325333,2805,1243,2495,896,4725,2055,1796,1353,371,2124,7628
159.6,413,806,2032,4347803,2466,1142,2431,562,4552,1800,1979,1299,391,2054,6247
159.8,286,817,1921,4323669,972,1117,2939,345,4736,2088,1787,1233,472,2048,6034
160.0,364,796,1869,4312607,1165,901,2556,475,4613,1796,1681,1208,281,2055,5280
160.2,439,852,1853,4252156,2556,696,2459,412,4542,1969,1552,1567,517,2133,6076
160.4,423,774,1833,4232587,2187,929,2251,417,4605,2083,1465,1419,327,2083,5109
160.6,358,781,1869,4287809,1561,896,2518,308,4549,2059,1626,1226,545,2198,6197
160.8,426,829,1886,4386126,2010,1097,2556,399,4460,1514,1683,1313,397,2230,7366
161.0,382,851,2013,4350132,1752,1153,2808,821,5683,2048,1787,1071,384,2110,6827
161.2,418,784,2210,4314732,1772,1147,2701,687,4665,1491,1728,1321,487,2077,5925
161.4,407,885,1908,4257513,3581,981,3065,762,4352,1703,1615,1286,430,2095,4565
161.6,445,976,1933,4310750,3586,1280,4272,1331,4418,1361,1719,1360,499,2055,6402
161.8,557,1013,2037,4270533,1499,1570,3544,1766,4273,1258,1660,1164,499,2111,3182
162.0,451,933,1938,4268547,1884,1047,3077,1295,4651,1850,1575,1317,433,2063,4661
162.2,436,698,2000,4227185,2579,725,2469,774,4375,1860,1804,1181,475,2117,3159
162.4,487,840,1932,4340944,2002,975,2668,859,4397,1287,1414,1279,458,2269,2677
162.6,400,953,2025,4306248,2550,1124,2652,1134,4346,1662,1288,1082,159,2117,5701
162.8,466,930,2061,4276106,1838,1595,2731,1200,4346,1541,1490,1205,450,1963,4290
163.0,452,1137,2124,4296340,1523,1796,2863,1284,4394,1822,1800,1229,575,2138,5679
163.2,466,1131,2027,4261869,314,2283,2625,1713,4469,1449,1603,1120,384,2022,4437
163.4,473,1100,1860,4231487,1094,1963,1736,1346,4597,1465,1400,1176,498,2060,6222
163.6,431,854,1846,4238675,1838,1492,1619,1285,4284,1776,1965,1087,432,2048,4023
163.8,434,693,1664,4172382,1011,1216,1671,901,4311,1755,1693,1160,457,1976,5619
164.0,338,709,1559,4171261,2169,819,3013,494,4316,1655,1739,1081,487,2059,4780
164.2,408,730,1519,4217906,2016,1069,3547,854,4330,1265,1763,1067,423,2090,4057
164.4,494,891,1813,4296338,2692,1108,2828,1281,4357,1348,1799,1167,583,2094,4283
164.6,447,1022,2055,4350983,3150,1485,3211,1331,4440,1671,1792,1226,443,2217,3562
164.8,494,1258,2108,4351168,3030,1755,3909,1990,4512,1456,1788,1018,403,2286,4244
165.0,412,1240,2128,4305486,2541,1862,3737,2832,4690,1626,1445,1050,484,2164,3674
165.2,406,1190,2087,4295538,3017,1682,3302,2417,4378,1464,1572,1118,439,2248,5135
165.4,366,995,1718,4279478,2270,1467,4184,2362,4497,1350,1752,1000,411,2083,4398
165.6,478,1164,1730,4254153,2272,1336,4538,2681,4443,1780,1421,1057,407,2216,2349
165.8,436,1044,1837,4339210,2089,1216,3532,2520,4448,1783,1368,1097,496,2010,3589
166.0,439,891,1740,4311538,2789,1620,3042,1711,4285,1840,1469,1161,435,1982,3503
166.2,368,988,2060,4339176,2739,1974,3298,1503,4778,1260,1495,1349,469,2122,2609
166.4,442,915,2020,4316256,2476,1455,2870,1310,4621,1354,1407,1117,407,2012,4424
166.6,398,943,1897,4250686,2054,1314,3049,1074,4475,996,1369,1282,337,2036,4264
166.8,377,791,1772,4305157,3488,903,3423,926,4828,1799,1620,1087,413,2172,6033
167.0,368,688,1671,4247968,3117,684,3886,681,4940,1802,1640,1019,419,2054,4579
167.2,429,842,1528,4293684,2031,800,3438,717,4639,1803,1382,1180,408,2093,3379
167.4,463,877,1824,4300875,2633,924,3305,820,4347,1673,1644,1283,437,2209,3702
167.6,434,902,2070,4301803,2288,1025,3456,639,4304,1352,1337,1263,393,2157,4193
167.8,419,911,1927,4336023,2521,1062,3297,462,4456,1752,1680,1305,403,2215,2561
168.0,358,843,1857,4231310,2586,965,3102,716,4445,1787,1316,1145,264,2334,2795
168.2,448,947,1686,4222544,2580,948,1811,1052,4280,1353,1378,1155,332,2181,2951
168.4,412,864,1695,4267491,1959,946,1190,625,4304,1439,1537,1289,538,2261,4018
168.6,434,890,1476,4166558,1589,945,2755,1190,4057,1234,1585,1429,273,2192,4644
168.8,438,818,1484,4331741,2650,677,2396,1611,4153,1454,1601,1229,419,2131,4190
169.0,413,1096,1870,4349502,2838,869,2557,800,4108,1145,1619,1337,521,2246,3030
169.2,489,1455,1980,4433826,2639,1356,2669,938,4318,1266,1446,1287,579,2247,4804
169.4,469,1370,1991,4332742,2145,1574,2921,1014,4244,1601,1705,1244,471,2314,4972
169.6,371,1293,1924,4364329,2263,1576,3340,859,4298,1561,1576,1297,521,2317,3826
169.8,359,1232,1900,4280065,1321,1988,4090,1271,4239,1506,1302,1117,507,2078,4968
170.0,390,1619,2414,4394894,1183,2169,8132,1005,4336,1750,1255,1209,195,2177,4805
170.2,344,1201,2139,4346066,1974,2048,10830,810,4506,2060,1335,1393,438,2103,5707
170.4,327,954,1687,4236949,2015,1780,8301,721,4460,2099,1423,1160,196,2074,4353
170.6,362,1261,1614,4268758,1998,1706,3290,1403,4518,1615,1419,1164,216,2053,5110
170.8,380,1225,1845,4393761,1415,1694,4294,927,4573,1665,1478,1058,293,2274,4504
171.0,431,1555,2166,4308321,3122,1810,4591,1054,4265,1203,1251,1209,290,2216,5844
171.2,454,1656,2349,4353219,3878,2108,3334,1635,4535,1180,1172,1156,225,2053,6180
171.4,422,1800,2582,4427253,2075,2514,2537,1703,4285,1384,1324,1310,252,2102,4604
171.6,480,1648,2683,4312865,3194,2284,2385,1617,4095,1014,1388,1160,314,2092,4555
171.8,444,1399,3123,4347161,2187,2208,3334,1235,4421,1804,1623,1015,352,2202,4330
172.0,375,1171,2482,4318400,3088,1988,3612,879,4441,1731,1331,1138,323,2123,6221
172.2,518,1259,2427,4321853,3364,2185,3524,864,4331,1588,1443,1117,284,2260,2883
172.4,391,1130,2116,4317960,2129,2063,3766,946,4713,1542,1776,1091,315,2196,3895
172.6,358,1225,2072,4246761,2105,1912,3158,879,4594,1467,1499,1054,349,2030,5358
172.8,380,1205,2274,4376449,1282,2486,2303,677,4489,1743,1399,1098,431,2290,6486
173.0,459,878,2522,4417560,1602,3267,2513,689,4712,1595,1465,1083,335,2082,5054
173.2,359,799,2781,4306594,1972,2049,2783,392,4467,1138,1339,984,257,2236,4664
173.4,401,850,2764,4367155,807,2059,3094,413,4542,1521,1628,1015,365,2204,4743
173.6,372,670,2760,4376592,0,2218,2923,244,4550,1200,1357,1079,315,2053,7806
173.8,412,802,2558,4360721,715,2042,3712,0,4462,1233,1482,1254,440,2041,5243
174.0,436,644,2465,4365151,253,2016,3711,93,4527,1533,1584,1334,309,2136,4693
174.2,492,770,2735,4381646,827,1875,3071,135,4612,1436,1377,1389,379,2229,5270
174.4,362,692,2761,4287521,332,2028,2972,323,4392,1482,1498,1366,383,2102,3840
174.6,452,824,2939,4313223,1356,2057,4202,281,4907,1476,1471,1130,458,2172,4296
174.8,380,736,2929,4268210,478,2438,3616,224,4642,1431,1290,1223,444,2052,3317
175.0,402,885,3350,4374615,2221,2438,3677,335,4541,1350,1350,1243,480,2151,3020
175.2,375,803,3505,4235938,1466,2573,3328,363,4498,1441,1415,1496,394,2173,3757
175.4,443,745,3797,4334387,2859,2311,2034,631,4574,2034,1398,1235,460,2085,4380
175.6,434,672,3645,4307905,2298,2312,835,348,4504,1804,1667,1366,572,2358,3261
175.8,318,704,3575,4338984,1100,2068,1206,180,4533,1565,1566,1324,506,2094,4767
176.0,342,557,3338,4326492,2253,1925,1677,314,4569,1582,1687,1305,355,2186,3013
176.2,503,695,3460,4315264,1827,2236,2200,158,4403,1868,1410,1252,398,2254,5360
176.4,370,841,3569,4402876,3323,2260,2933,140,4554,1698,1573,1252,551,2164,4316
176.6,339,672,4144,4385929,3596,2677,2836,168,4671,1745,1629,1074,466,2239,4018
176.8,319,822,4386,4284158,1854,2917,2495,474,4513,1824,1649,1120,479,2110,4876
177.0,443,799,4438,4271418,3285,2696,3269,377,4753,1891,1436,1242,524,2077,1900
177.2,324,745,3902,4294739,2111,2775,2575,273,4821,1930,1489,1134,452,2350,4340
177.4,491,730,3340,4230510,2204,2381,4068,226,4661,2013,1553,1112,306,2118,3988
177.6,390,730,3441,4297003,2015,2467,4671,190,4919,1837,1500,1255,409,2114,3586
177.8,427,662,3297,4291396,1199,2499,4451,90,4886,2146,1724,1151,318,2142,5208
178.0,386,605,2938,4221111,2089,2339,3271,101,4909,1919,1693,1133,336,2031,4936
178.2,343,731,2845,4239857,2357,2248,3994,242,7673,1863,1399,985,253,2140,2962
178.4,423,691,3465,4392479,3958,2471,4311,364,5226,1626,1767,1239,322,2254,2941
178.6,509,850,3262,4374014,2595,2720,4379,236,4528,1693,1722,1243,501,2039,2530
178.8,440,772,3064,4225546,2759,2624,2807,427,4471,1533,1543,1078,470,2242,4054
179.0,355,688,2763,4289552,2693,2317,2426,348,4529,1865,1845,990,446,2148,5762
179.2,299,766,2717,4260259,2110,2106,2356,119,4319,1625,1717,1044,384,1989,4283
179.4,343,629,2411,4265146,2245,2123,2649,137,4477,1869,1654,943,521,2137,6222
179.6,342,715,2589,4339129,1973,2260,2383,241,4591,1725,1457,1029,288,2249,6279
179.8,417,573,2509,4250159,3440,2055,1887,218,4462,1501,1809,871,445,2052,4021
180.0,349,673,2599,4363297,3958,1981,2305,160,4625,1868,1689,983,401,2222,5693
180.2,383,705,2635,4256068,4026,1819,2390,55,4306,1609,1525,1018,567,2250,6363
180.4,366,678,2853,4266931,2950,2088,1848,182,4367,1675,1676,1248,399,2143,5723
180.6,374,727,2802,4301538,2517,2308,1899,230,4416,1631,1697,1149,593,2233,5099
180.8,457,738,2664,4336281,2617,2155,2214,242,4319,1486,1557,1031,578,2182,4577
181.0,455,714,2504,4403090,3821,1865,2933,389,4357,1537,1628,1319,470,2412,4805
181.2,365,811,2273,4358311,1897,2111,2953,331,4328,1717,1756,1142,431,2317,7533
181.4,339,741,2464,4331927,1531,2182,4324,121,4457,1232,1752,1172,492,2042,7197
181.6,454,727,2076,4268890,1481,1890,4388,37,4744,1675,1644,999,462,2190,6451
181.8,397,627,2180,4327896,1787,1728,4043,53,4720,1675,1815,1069,444,2203,6067
182.0,338,554,2099,4254824,3048,1566,3677,133,4617,1641,1753,1126,587,2046,5720
182.2,419,705,2194,4231216,3104,1737,3362,150,4464,1192,1633,930,293,2215,3683
182.4,386,796,2032,4271004,2776,1932,3147,187,4361,1693,1815,1294,516,2044,6030
182.6,354,600,1863,4322622,3543,1871,2560,164,4489,1469,1826,1234,413,2075,5629
182.8,380,658,1763,4305659,2093,1773,2339,313,4679,1850,1744,1175,454,2098,4940
183.0,426,787,1690,4290518,1069,1579,2521,295,4603,1505,1892,1146,493,2138,5141
183.2,393,783,1779,4316326,1622,1334,3193,207,4580,1414,1694,1301,482,2213,6789
183.4,434,785,1486,4315267,1029,1415,2961,222,4428,1238,1719,1177,321,2158,5712
183.6,393,673,1398,4276702,1301,1200,2971,124,4429,1658,1703,1191,276,2093,5800
183.8,390,718,1278,4378194,1041,1484,3074,289,4338,1479,1523,1336,403,2284,6040
184.0,431,755,1458,4333715,54,1651,2625,349,4184,1338,1600,1184,369,2202,6553
