position_mm,Al,Si,Cl,Ca,Sc,Ti,Mn,Fe,Cu,As,Se,Sr,Y,Cd,Sb
251.2,419,588,1259,4277924,2602,368,3352,337,4576,2058,1747,959,490,2126,4703
251.39999999999998,479,745,1459,4158255,1978,399,2814,241,4636,2128,2082,993,477,2043,3871
251.60000000000002,424,724,1611,4298393,3185,398,3131,323,4572,2032,1894,908,348,2153,4559
251.8,435,718,1526,4335436,2890,442,3235,432,4575,1823,1846,909,558,2202,4160
252.0,320,768,1371,4271611,2913,315,2985,181,4532,1680,1628,1081,404,2103,3680
252.2,328,687,1309,4381560,1740,431,3706,416,4575,1445,1695,1036,532,2119,3934
252.39999999999998,344,629,1315,4280493,2257,512,2755,418,4265,1750,1551,1090,554,2128,3162
252.60000000000002,396,650,1185,4403087,2783,610,3273,293,4391,1695,1559,1309,535,2204,5378
252.8,439,871,1337,4341052,2102,802,2866,493,4469,1446,1428,1214,330,2196,5205
253.0,378,898,1493,4377669,3276,1013,3304,638,4440,1723,1711,1244,513,2014,4702
253.2,428,856,1633,4267192,1895,1133,2957,720,4365,1622,1478,1189,465,2056,3648
253.39999999999998,421,1026,1364,4306869,2863,828,2837,407,4722,1676,1759,1087,445,2229,4669
253.60000000000002,377,917,1232,4181704,2193,1061,3291,491,4622,2000,1792,957,302,1992,5746
253.8,450,901,1179,4243054,2132,943,3618,560,4630,1805,1673,863,286,1958,6220
254.0,388,719,1184,4211553,2167,633,3603,396,4628,1704,1831,907,407,2007,4538
254.2,400,947,1159,4228565,2459,757,4281,537,5015,1600,1846,1030,410,2140,4666
254.39999999999998,426,970,1299,4293434,2000,950,4286,589,4666,1742,1671,1040,349,2070,5113
254.60000000000002,340,818,886,4217146,1417,712,2602,440,4683,2022,1647,1072,413,2120,4927
254.8,322,815,1056,4252718,2404,638,2414,491,4615,1479,1587,900,412,2140,4466
255.0,397,717,1149,4298795,1922,666,2201,351,4696,1774,1598,1015,424,1995,4684
255.2,443,837,1096,4336632,1139,1034,2277,494,4769,1955,1912,1104,463,2294,5685
255.39999999999998,359,797,993,4234510,1874,1113,3115,437,4635,1711,1637,1000,307,2092,4834
255.60000000000002,381,891,1191,4306496,1436,929,2918,433,4415,1934,1647,1203,351,2115,5114
255.8,448,670,1092,4258323,2134,584,2576,552,4573,2000,1682,1201,256,2124,5920
256.0,466,875,1223,4324795,1996,788,2520,558,4632,2030,1614,1192,543,2143,5226
256.2,463,1123,1387,4251892,2259,735,3094,598,4681,1928,1710,1015,580,2254,5371
256.4,466,900,1491,4236950,2605,827,2865,621,4854,1500,1816,1161,370,2048,5879
256.6,544,998,1417,4252396,2859,865,2620,749,4864,1942,1842,1180,467,2137,5600
256.8,505,961,1400,4224592,3060,720,2557,611,4796,1840,1642,957,397,2202,6366
257.0,373,786,1109,4291845,1809,1041,2553,495,4865,2013,1833,1040,472,2026,5710
257.2,419,849,1107,4210326,2419,1018,2773,520,4782,1987,1870,1054,379,2068,5681
257.4,523,823,976,4223225,2173,900,2903,521,4653,1848,1536,1183,438,2035,6030
257.6,366,891,1085,4282179,3355,619,3176,457,4533,1901,1797,1284,395,2174,5630
257.8,344,860,1085,4255406,2078,783,2552,456,4600,1590,1563,1079,241,2184,4565
258.0,496,964,1106,4374648,1111,714,2754,397,4604,1729,1859,1243,220,2142,6525
258.2,374,923,1241,4415866,1693,729,3259,384,4561,1739,1620,1326,377,2187,7355
258.4,390,835,1223,4425522,1192,1232,3611,374,4543,1650,1450,1113,252,2121,6831
258.6,310,844,1050,4319946,1321,1018,3502,277,4520,1898,1559,1199,338,2170,6554
258.8,425,676,1065,4301961,1076,718,2597,284,4675,1416,1449,1114,416,2042,7610
259.0,382,846,1358,4435168,3052,698,3249,364,4592,1484,1430,1209,497,2195,6994
259.2,427,902,1370,4460991,2503,762,2530,519,4395,1320,1576,1418,442,2292,6809
259.4,389,1054,1372,4346967,2116,799,2156,507,4442,1774,1399,1068,480,2185,6052
259.6,388,1123,1207,4298129,1939,876,1674,599,4442,1898,1378,1241,510,2117,5833
259.8,370,975,1189,4365812,2522,800,2511,689,4622,1430,1592,1391,424,2156,4574
260.0,407,969,1362,4382765,1799,833,2512,542,4851,1764,1565,1187,376,2212,6298
260.2,499,1084,1494,4381801,2779,832,2452,470,4746,1934,1515,986,390,2191,4652
260.4,391,904,1195,4296536,2189,872,3029,587,4636,1800,1593,1180,356,2088,5766
260.6,407,909,1157,4294685,2471,831,2507,626,4867,1875,1721,1215,423,1998,6069
260.8,441,1037,1255,4302833,1991,669,2177,501,4883,1831,1594,1169,437,2032,6225
261.0,424,953,1088,4351113,1284,708,3100,535,4784,1839,1545,1059,563,2209,7085
261.2,318,999,1121,4260072,1586,745,3156,755,4875,1955,1640,1028,481,2252,6238
261.4,367,907,1169,4320147,1493,715,2272,441,4740,2116,1795,1069,476,2144,6208
261.6,393,852,1115,4239625,2299,385,2219,362,4739,1752,1822,1198,516,2106,7836
261.8,427,816,1146,4292641,1081,567,2575,327,4733,1405,1596,1306,586,2118,7047
262.0,417,706,1089,4299589,442,771,2508,409,4685,1561,1534,1093,421,2055,6808
262.2,357,729,1114,4431934,1678,803,2726,248,4524,1679,1247,1243,377,2105,6543
262.4,416,1035,1443,4408909,1890,871,2887,586,4595,1776,1309,1387,292,2150,7702
262.6,420,978,1379,4364678,3779,593,2929,515,4512,1622,1469,1137,259,2036,5278
262.8,434,1077,1628,4392653,1952,783,2774,426,4515,1517,1540,1165,318,2173,5913
263.0,338,1037,1652,4312056,1832,990,2753,668,4597,1452,1208,1185,443,2157,6562
263.2,417,1105,1653,4332097,1915,942,2547,746,4650,1669,1225,1031,385,2192,6176
263.4,310,1028,1477,4308023,1721,948,2834,763,4435,1600,1565,1188,449,1919,5138
263.6,348,1083,1425,4353072,1973,829,3084,812,4588,1788,1460,1131,369,2026,6033
263.8,410,1070,1401,4290845,1182,815,3277,610,4678,2067,1661,1115,459,2051,5617
264.0,398,990,1299,4235438,1770,793,2977,522,4519,1548,1679,1077,335,2162,7274
264.2,387,998,1292,4277171,1130,1017,2345,620,4724,1678,1649,1139,346,1979,7016
264.4,370,1024,1305,4251301,3042,972,2637,625,4798,1508,1585,981,451,1994,7866
264.6,440,949,1185,4301414,1544,973,2474,663,4763,1948,1737,1080,425,2039,6613
264.8,432,952,1219,4318590,2744,810,2097,733,4813,1521,1579,1133,534,2170,6156
265.0,431,949,1311,4268868,1965,832,2729,554,4746,2219,1635,1166,501,2030,6892
265.2,423,955,1173,4273612,1503,796,2780,570,4744,1747,1556,1152,532,1992,7119
265.4,394,1015,1055,4227084,3054,653,2839,576,4666,1475,1579,1217,446,2095,5394
265.6,364,887,1119,4358666,2588,624,2243,473,4755,1800,1731,1212,342,2214,7154
265.8,427,976,1342,4331544,1830,779,2716,415,4570,1620,1739,1213,530,1968,6348
266.0,402,1079,1492,4395486,2381,815,2329,558,4696,1475,1633,1304,519,2254,5353
266.2,483,1215,1659,4405433,2095,948,2971,664,4584,1312,1238,1233,392,2287,5935
266.4,448,1318,1716,4361140,2220,1341,3015,861,4439,1609,1568,1164,384,2030,5881
266.6,482,1335,1790,4291634,3100,1182,2756,737,4466,1426,1713,1176,387,2178,7291
266.8,433,1180,1696,4318990,2000,1095,2660,648,4511,1532,1610,1139,417,2101,5507
267.0,416,1061,1456,4319293,1953,931,2405,505,4639,1456,1731,1181,419,2087,6617
267.2,449,1005,1362,4268351,1959,907,2459,511,4736,1873,1722,1190,303,1969,7472
267.4,476,1047,1541,4272883,1275,932,2593,535,4840,1840,1794,1108,439,2005,8709
267.6,434,1074,1453,4286158,3223,707,2785,498,4839,1558,1587,1182,496,2169,7299
267.8,354,1060,1347,4259476,1052,1084,2102,418,4614,1616,1827,1250,502,2075,6999
268.0,501,1085,1470,4283852,1904,917,2359,606,4835,1816,1888,1277,408,2151,8691
268.2,436,936,1379,4297241,2523,633,2178,626,4707,1766,1811,1283,375,2036,6731
268.4,454,920,1332,4214651,2364,607,2409,309,4798,1879,1849,1338,429,1983,5594
268.6,423,1062,1545,4236182,2137,1072,2655,467,4761,1315,1456,1224,407,2229,5560
268.8,363,1004,1801,4317692,1828,1448,2493,590,4975,1846,1728,1345,475,2058,7245
269.0,377,1059,1469,4301096,1874,1003,2774,726,4770,1404,1897,1163,483,2150,5745
269.2,337,1054,1268,4293975,2156,704,2603,459,4564,1604,1869,1260,414,2161,5920
269.4,329,883,1472,4295847,2121,666,2517,362,4440,1281,1552,1131,340,2070,3723
269.6,375,880,1656,4378006,3028,511,2555,445,4563,1471,1440,1095,321,2037,3600
269.8,361,933,1792,4311326,2768,794,2410,604,4454,1521,1468,1408,243,2090,4483
270.0,308,1185,1745,4323971,3368,850,2270,624,4519,1329,1398,1292,380,1956,5832
270.2,346,1167,1974,4233209,4033,948,2179,635,4581,1761,1679,1082,365,2099,4802
270.4,431,1214,2032,4315297,3638,982,2544,630,4698,1771,1573,1055,566,2019,7135
270.6,402,1129,2120,4216952,4459,1156,3027,640,4705,1927,1650,1245,604,2189,5036
270.8,414,1119,1984,4280054,3558,1033,2953,569,4606,1958,1552,1304,562,2018,4075
271.0,374,1140,2000,4302125,4168,576,2113,652,4732,1692,1755,1146,495,2056,6279
271.2,325,1037,1847,4193505,2610,946,2052,511,4613,1768,1625,1285,427,2022,5677
271.4,455,905,1842,4301587,2663,917,2413,500,4639,1668,1604,1030,449,2257,5963
271.6,414,934,1754,4278045,1624,972,2194,684,4716,1608,1569,1265,391,2142,5448
271.8,315,904,1722,4235085,2696,910,1775,547,4779,1541,1530,1252,535,2026,3995
272.0,407,944,1814,4245416,2122,780,2103,485,4541,1472,1348,1243,270,2150,3860
272.2,353,861,1795,4214958,4149,524,2593,555,4585,1549,1472,1183,480,2150,3358
272.4,338,947,1881,4315640,3413,1351,1743,613,4685,1663,1750,1352,468,2149,2967
272.6,360,886,1723,4251004,2965,2121,2079,579,4619,1452,1651,1125,456,2116,5448
272.8,409,854,1678,4301092,3253,795,1809,448,4595,1326,1556,1284,550,2128,3906
273.0,321,869,1846,4415814,2814,648,2226,476,4503,1203,1631,1288,332,2233,4061
273.2,399,1030,1961,4342014,3471,571,2252,501,4316,1378,1631,1341,438,2144,4736
273.4,327,1073,2106,4314764,3288,681,2035,480,4577,1217,1492,1400,463,2253,4819
273.6,299,804,2033,4291173,2444,857,1485,559,4402,1190,1551,1361,269,2084,4397
273.8,355,869,2351,4417306,1929,819,2073,558,4591,1110,1530,1348,358,2113,4629
274.0,325,934,2142,4308744,3516,631,1956,458,4513,1178,1404,1441,489,2096,3667
274.2,318,805,2127,4308678,2719,568,1860,442,4749,1293,1607,1447,488,1996,5384
274.4,420,902,2165,4338918,3140,680,1759,523,4613,1523,1648,1423,329,2236,5467
274.6,410,1093,2277,4285776,2348,944,1738,575,4490,1516,1694,1168,507,2125,5655
274.8,458,801,2396,4316811,2589,774,1716,409,4615,1598,1803,1499,416,2157,5016
275.0,342,974,2268,4203003,3392,680,1761,460,4434,2014,1853,1161,185,2145,6215
275.2,362,824,2214,4210311,2591,818,1563,471,4590,1404,1804,1141,251,2113,5618
275.4,411,978,2109,4198556,1358,830,1557,469,4563,1284,1885,1288,391,2154,5002
275.6,401,798,1809,4213923,781,783,2060,352,4453,1750,1989,1341,451,1972,6064
275.8,489,704,1816,4165288,1824,554,2601,310,4560,1547,1765,1221,413,2135,5944
276.0,356,743,1995,4261398,3335,301,2086,119,4570,1654,1692,1358,352,2095,4752
276.2,417,748,2034,4207172,2225,391,2695,214,4537,1729,1945,1282,463,2041,4862
276.4,427,759,2149,4252844,2345,567,1365,450,4642,1809,1832,1207,265,2181,4864
276.6,326,710,1716,4095192,2543,453,1898,289,4493,2119,1984,1132,311,2027,6495
276.8,307,762,1691,4129828,2619,361,2361,400,4780,1807,1928,1213,440,1887,4834
277.0,401,760,1722,4239039,3094,397,2400,343,4875,2005,2040,1388,463,1918,5939
277.2,435,755,1813,4296549,3036,477,1557,482,4808,1712,2041,1060,317,2189,3144
277.4,355,634,1672,4226504,2615,440,1886,531,4593,1667,1630,1029,339,2015,5134
277.6,446,774,1843,4268017,2034,736,2476,502,4732,1967,1572,1369,349,2217,5600
277.8,318,799,2054,4356087,2416,949,2980,875,4799,1621,1722,1345,329,2083,6061
278.0,396,866,2091,4262544,2212,954,2481,1120,4636,1567,1816,1210,374,2130,4700
278.2,404,1059,2076,4319114,2200,1171,2190,1629,4682,1610,1834,1209,477,2174,4600
278.4,398,843,1983,4246634,2358,999,2601,1009,4683,2034,1923,1325,311,1916,5074
278.6,407,873,1663,4231657,1931,709,2299,776,4952,1709,1933,1141,331,2033,4951
278.8,451,752,1459,4186623,2037,865,2664,695,4988,1754,2166,1259,422,2219,5568
279.0,422,749,1525,4246057,1970,635,2121,664,4987,1823,2219,1141,414,2132,4643
279.2,352,906,1447,4256465,3257,566,3289,842,5020,1952,1839,1256,384,2148,4449
279.4,420,842,1255,4251058,2249,634,2836,869,4657,1679,1998,1212,380,2016,5421
279.6,468,778,974,4191362,2108,648,2762,637,4636,1247,1776,1149,248,1950,3551
279.8,444,797,1105,4228141,2153,1019,2969,839,4524,1537,1762,1064,302,2129,4986
280.0,436,859,1145,4273821,2268,2058,2792,1060,4680,1261,1793,1277,401,2204,3725
280.2,435,851,1257,4272197,1457,1398,3078,1074,4574,1762,1743,1414,212,1972,5538
280.4,449,1010,1054,4318499,2033,1464,2032,1630,4542,1654,1748,1395,541,1933,5623
280.6,394,1010,1186,4287534,2891,980,2131,1641,4528,1547,1547,1202,381,2268,4645
280.8,466,1011,1225,4311316,3074,945,2895,1759,4556,1282,1517,1308,333,1951,4129
281.0,468,1047,1256,4161018,3265,1363,2376,2319,4668,908,1407,1177,417,2064,3689
281.2,370,1117,1320,4002001,3444,1614,2327,1675,4365,519,1805,1107,237,2109,4155
281.4,347,962,1280,4094967,2698,1246,2590,1101,4666,740,1894,1134,202,1911,3309
281.6,422,978,1368,4174855,2689,645,2857,960,4897,1585,1858,1366,386,2234,5864
281.8,339,788,1264,4156517,2411,590,2778,753,4697,1512,1814,1260,512,2080,5538
282.0,413,747,1273,4146810,1874,500,2453,590,4651,1288,1812,1144,278,2236,6577
282.2,337,791,1268,4243802,2792,641,2256,984,4617,765,1757,1175,314,2243,3993
282.4,447,823,1196,4087107,2303,753,2237,1646,4319,915,1865,1299,430,2209,6346
282.6,301,701,1092,4125647,2295,714,2243,1279,4404,723,1845,1291,283,2075,3915
282.8,301,787,1183,4249693,3103,636,2312,1131,4378,1094,1805,1580,366,2316,4786
283.0,346,564,1148,4209613,1937,674,2730,896,4332,882,1667,1413,440,2018,4878
283.2,314,707,1147,4249287,2615,572,3049,700,4497,965,1834,1436,418,2075,4346
283.4,413,755,1453,4272008,2464,441,2491,276,4642,812,1714,1203,343,2169,4043
283.6,387,602,1576,4255895,2436,258,2082,284,4559,892,1928,1226,473,2087,4310
283.8,447,692,1645,4134683,3678,190,1582,277,4414,734,1953,1275,375,2163,3939
284.0,477,786,1483,4176664,2394,651,2133,749,4260,1083,1690,1398,262,2079,4275
284.2,367,705,1814,4198165,3824,795,2231,706,4551,1214,1911,1427,393,2115,2912
284.4,393,748,1784,4141122,2247,693,2098,235,4536,1234,1685,1199,302,2137,3757
284.6,430,677,1496,4085583,1650,572,2217,233,4497,1664,1762,1267,346,2081,3723
284.8,371,800,1425,4151492,2414,328,2023,416,4658,1607,1764,1351,586,2053,4873
285.0,332,690,1284,4164311,1977,345,2128,353,4639,1533,2062,1428,561,2085,3101
285.2,438,622,1469,4253230,2426,310,2077,260,4585,1781,2023,1430,539,2235,3669
285.4,346,546,1267,4170366,2441,231,2327,305,4635,1400,1931,1432,409,1976,4266
285.6,335,570,1256,4183461,1154,421,1967,400,4594,1780,1969,1294,404,2039,2116
285.8,370,491,1091,4241083,2199,254,1896,246,4745,1295,1897,1253,480,2136,4335
286.0,299,553,1215,4224445,2515,219,1713,263,4578,1627,1978,1298,410,2117,3763
286.2,381,771,1093,4139037,2549,230,1733,200,4395,1500,1890,1253,421,2085,2599
286.4,293,733,998,4220772,2028,354,2381,145,4794,1570,1677,962,335,2171,3640
286.6,376,684,994,4229203,2532,130,2339,273,4749,1435,1835,1114,509,2191,4396
286.8,424,633,1069,4254487,3025,288,2308,311,4581,1218,1858,1278,546,2168,4070
287.0,399,722,1081,4234998,2454,280,2409,291,4693,1308,1808,1121,263,2015,2613
287.2,382,725,1247,4328216,2841,405,2382,212,4677,1167,1472,1247,356,2270,1626
287.4,303,690,1322,4312496,2140,479,2297,305,4464,1052,1465,1229,370,2078,4555
287.6,303,678,1423,4224349,3082,421,2726,410,4514,1290,1473,1276,407,1949,2818
287.8,429,625,1334,4235214,2624,577,3111,93,4602,1197,1691,1071,294,2142,3516
288.0,433,827,1496,4235989,3969,344,2353,374,4672,1094,1854,1201,449,2158,3921
288.2,375,824,1353,4174636,2172,515,2256,426,4481,1251,1436,933,284,1819,5213
288.4,319,862,1373,4222208,1981,659,2464,651,4521,1034,1729,961,360,2225,3973
288.6,421,866,1308,4200836,2930,940,3120,1218,4755,1304,1618,1067,392,2150,2580
288.8,411,963,1443,4248398,2106,1168,3162,656,4446,1305,1660,1236,496,2236,5875
289.0,389,842,1291,4102825,1563,586,3406,313,4503,1658,1849,1013,401,2022,3715
289.2,348,684,1048,4016779,1128,430,3122,213,4462,1106,1774,1025,364,1977,4850
289.4,392,748,1211,4122446,2478,206,3118,141,4665,1163,1761,962,354,2110,5757
289.6,446,666,1096,4134252,2277,191,3196,85,4596,1556,1743,995,346,2010,6032
289.8,344,624,885,4115715,1878,367,3113,232,4452,1388,1737,1106,281,2104,5408
290.0,307,685,1101,4088326,2564,300,3105,135,4472,1308,1604,913,206,2098,4979
290.2,356,581,999,4149251,2448,250,2944,21,4502,1483,2042,897,368,2049,6388
290.4,333,610,845,4224705,1946,235,2992,88,4481,1785,1905,1063,413,2131,3716
290.6,325,566,944,4248104,1608,306,3003,116,4596,1484,1754,1167,590,2202,3300
290.8,351,620,1113,4258633,2227,170,2364,113,4462,1689,1634,982,331,2007,4204
291.0,338,637,1205,4251945,2524,253,2933,207,4606,1269,1454,1020,234,2179,5395
291.2,501,705,1421,4292247,1597,461,2429,235,4564,1422,1710,1116,430,2122,4182
291.4,292,662,1294,4283269,2230,457,2673,170,4478,1549,1607,1103,405,2101,4866
291.6,364,787,1357,4311771,2415,478,3234,259,4558,1649,1696,950,415,2143,3016
291.8,471,791,1446,4218058,1760,589,2558,225,4467,1680,1631,1130,331,2199,3404
292.0,372,700,1424,4287777,1961,508,2961,145,4513,1712,1732,1068,350,2017,4225
292.2,331,751,1402,4251006,1564,398,2721,204,4478,1183,1836,1103,448,2028,3553
292.4,383,758,1196,4143528,1831,588,2659,306,4346,1274,1627,1021,439,2211,4254
292.6,383,580,1066,4119783,1840,512,2540,250,4552,1393,1991,1003,406,2166,5237
292.8,327,537,1091,4085363,2028,362,2822,73,4405,1495,1814,996,339,2097,3844
293.0,442,657,983,4113992,2865,360,2643,184,4721,1702,1981,1093,398,2187,5524
293.2,424,744,987,4219335,2886,789,2953,212,4581,1579,1896,1138,561,2125,4754
293.4,388,596,1065,4198387,2360,490,2800,154,4674,1682,1833,1128,423,2189,3585
293.6,392,519,828,4135468,2534,255,3301,0,4625,1884,1819,1051,393,2095,2922
293.8,332,659,846,4197683,1753,310,2320,125,4588,1585,1868,819,496,2229,4474
294.0,401,568,830,4283100,892,310,2640,39,4626,1825,1939,1029,460,2004,5632
294.2,384,539,769,4317273,2273,317,2901,101,4618,1774,1598,1006,234,2003,4033
294.4,358,550,833,4255146,2556,105,2903,151,4670,1560,1502,1008,463,2008,3037
294.6,442,685,1070,4257134,2348,193,2781,257,4369,1491,1549,947,416,2172,2700
294.8,390,642,1491,4353779,2588,220,2907,190,4594,1390,1529,1038,406,2021,3475
295.0,366,740,1374,4291754,3601,206,3128,177,4437,1293,1519,1015,306,2044,3644
295.2,371,751,1251,4313436,3408,354,2982,235,4425,1342,1886,1116,435,2147,4340
295.4,277,782,1270,4274759,3123,361,2950,188,4617,1784,1597,1065,410,2063,3890
295.6,498,772,1375,4261097,2998,320,2732,390,4541,1587,1639,990,335,2002,4220
295.8,307,746,1220,4170642,2902,181,2281,119,4571,1394,1660,983,423,2146,4212
296.0,398,689,1099,4170903,2774,296,2507,83,4607,1267,2036,756,447,1931,3394
296.2,353,710,1110,4112058,3417,114,2836,138,4239,1200,1890,973,441,1997,2970
296.4,399,692,990,4112629,2428,139,2658,102,4596,1557,1743,1116,271,2114,3825
296.6,371,661,868,4199101,2023,275,2568,142,4748,1408,2072,961,557,1996,4274
296.8,320,657,900,4131336,2915,197,2264,187,4539,1375,1802,981,550,1930,3915
297.0,421,610,678,4109475,2598,310,2375,243,4687,1449,2203,1047,432,2188,2415
297.2,426,635,862,4074386,3194,227,2338,134,4586,1427,1931,926,181,2106,3023
297.4,396,545,839,4056211,2479,179,2213,158,4531,1415,1989,1262,408,2089,2936
297.6,444,519,811,4112013,2088,230,2533,117,4376,1152,1948,890,325,2185,3904
297.8,408,695,741,4176035,2495,75,2798,110,4773,1749,1968,986,415,2030,2954
298.0,356,582,936,4254110,2732,90,2610,115,4797,1637,2006,1157,421,2035,3444
298.2,332,730,1016,4193839,2960,196,2798,109,4554,1553,1808,944,324,2192,3477
298.4,453,700,1180,4282273,3052,187,2894,101,4529,1484,1682,1049,363,2186,2504
298.6,404,789,1348,4293081,2639,264,2580,172,4676,1379,1802,1045,414,1956,4660
298.8,285,852,1248,4244867,2779,361,2458,174,4709,1341,1863,1010,346,2107,4169
299.0,433,908,1359,4273430,2727,312,2570,263,4689,1329,1889,1129,413,1954,5827
299.2,438,846,1625,4264794,2809,323,2414,236,4607,1931,1692,1055,223,2202,3862
299.4,399,723,1351,4249413,2554,355,2280,218,4703,1172,1712,1123,486,2118,3081
299.6,346,734,1166,4158099,2491,502,2073,282,4533,1437,2037,1165,566,1974,3978
299.8,467,741,1137,4142407,2020,543,2499,216,4650,1455,2028,1079,325,2224,3331
300.0,396,662,1020,4188932,2271,300,2419,111,4593,1632,1849,1128,585,2172,3924
300.2,389,693,1075,4165343,2870,245,1910,150,4565,1561,2098,962,322,2133,4441
300.4,406,733,911,4133486,2478,353,2099,398,4595,1615,1891,1090,432,1877,3992
300.6,477,743,913,4134049,2976,362,2444,338,4638,1459,2111,806,268,2249,3827
300.8,428,721,1024,4222515,2341,207,2990,169,4697,1814,1928,953,453,2035,3609
301.0,467,795,1073,4272306,2826,239,2831,203,4699,1432,1721,888,349,2169,1652
301.2,310,824,1182,4328862,2799,383,3116,343,4802,1469,1652,901,449,2249,2722
301.4,431,935,1367,4340888,3948,368,3135,331,4674,1744,1833,1033,351,2256,2963
301.6,312,912,1377,4283061,2621,527,2906,380,4804,1682,1751,1108,284,2107,4468
301.8,454,889,1407,4219074,2770,512,2973,321,4540,1469,1640,1095,516,2165,3944
302.0,361,899,1326,4300314,2379,316,3111,248,4710,1673,1995,1026,378,2122,3626
302.2,357,729,1167,4265431,2201,465,3171,464,4604,1699,1695,1204,329,2116,4285
302.4,318,991,1133,4208921,2028,587,2825,319,4553,1455,1840,1127,324,2075,6466
302.6,433,907,1103,4210420,2161,385,3100,129,4660,1503,1922,896,440,2117,4066
302.8,407,639,1272,4237786,2261,279,2585,196,4938,1789,1996,937,483,2034,3966
303.0,282,670,1089,4196193,2314,269,2812,411,4832,1697,1763,1177,343,2133,3722
303.2,406,737,982,4277651,2628,278,3235,911,4767,1692,1956,1145,441,2160,3315
303.4,358,701,1081,4216639,2197,301,2546,204,4512,1406,1782,1082,448,2107,2363
303.6,373,707,1022,4214830,2201,271,2999,194,4363,1454,1735,957,400,2153,2094
303.8,463,643,1022,4247088,2189,249,2379,163,4443,1668,1756,1027,560,2266,3897
304.0,404,564,1026,4229146,3055,84,2750,161,4485,1696,1742,898,436,2096,2761
304.2,418,657,1336,4321250,3510,175,3052,238,4664,1584,1531,973,380,2095,1974
304.4,433,711,1299,4227846,3169,212,2540,247,4552,1156,1636,811,296,2018,4039
304.6,371,860,1467,4320928,2499,428,3077,278,4584,1593,1690,994,356,2019,3626
304.8,352,807,1393,4208533,2781,582,2928,311,4517,1349,1652,927,380,2010,3913
305.0,390,622,1215,4146573,2369,793,3174,162,4371,994,1763,794,424,2083,4250
305.2,409,753,1215,4144655,3711,713,3059,325,4387,1189,1670,885,453,1976,4743
305.4,455,750,1196,4147562,2440,358,3597,138,4411,1227,1583,800,396,1859,4049
305.6,303,668,1162,4162640,3705,111,3376,122,4596,1277,1713,986,671,2131,4273
305.8,394,670,1111,4177916,2671,286,3097,200,4404,1340,1797,896,447,1882,3181
306.0,376,736,1207,4157167,2196,383,2956,67,4389,1149,1832,813,272,1970,2137
306.2,391,611,1089,4156794,2015,408,3253,63,4540,1550,1843,809,474,1968,4033
306.4,284,620,1087,4235523,3174,359,3182,394,4685,1533,1533,727,320,2144,3097
306.6,398,704,1134,4151380,2346,395,3049,415,4534,1611,1771,624,263,2015,4181
306.8,368,768,947,4252910,2664,311,3234,453,4600,1886,1973,732,310,2121,2164
307.0,325,726,947,4241582,2442,233,3549,114,4560,1641,1609,878,485,2248,3337
307.2,397,620,1050,4226889,2420,209,4081,46,4411,1623,1469,872,474,2199,4442
307.4,383,594,1078,4343419,2185,196,3422,100,4535,1469,1510,833,385,2162,1738
307.6,412,781,1367,4281457,2499,339,3699,444,4508,1212,1591,843,379,2161,2509
307.8,327,826,1537,4366298,3518,450,3929,451,4448,1702,1441,1024,379,2227,1472
308.0,296,803,1662,4280426,2376,420,3114,468,4279,1616,1597,833,314,1961,2408
308.2,377,765,1692,4330777,1672,370,3422,281,4407,1716,1589,908,509,2012,1744
308.4,418,675,1529,4227484,2348,290,2905,316,4517,1509,1779,843,436,2039,2276
308.6,354,825,1509,4193657,2388,299,2933,143,4272,1581,1725,800,386,1992,2559
308.8,402,815,1340,4157691,2063,442,3758,354,4354,1459,1574,851,465,1977,4427
309.0,293,623,1053,4188553,2962,190,3702,267,4471,1516,1723,1015,459,2020,4557
309.2,286,745,1138,4280919,2794,277,3825,256,4490,1569,1854,889,499,2113,3824
309.4,348,728,1122,4140989,1576,344,3858,245,4427,1566,1814,849,463,1979,5005
309.6,357,710,990,4146150,2357,355,3475,390,4584,1788,1849,598,234,2014,4166
309.8,367,763,984,4152851,1746,411,3744,154,4519,1630,1764,741,376,2135,3229
310.0,461,717,870,4158372,1764,259,3468,335,4408,1395,1687,753,408,2135,3600
310.2,347,622,877,4261353,2111,242,3720,82,4561,1512,1900,962,408,2072,4899
310.4,351,658,832,4208680,1599,485,3289,391,4525,1532,1951,729,387,2075,6123
310.6,409,554,834,4141032,2080,341,3534,303,4531,1486,1574,957,354,2035,3264
310.8,432,582,877,4179877,2162,85,4240,13,4432,1802,1457,716,483,2096,4867
311.0,301,593,806,4288728,1811,309,4316,139,4650,1519,1432,928,412,2015,4146
311.2,415,734,1095,4242921,2373,228,4445,200,4240,1423,1603,825,423,2088,5235
311.4,333,611,1207,4302866,1663,301,3477,201,4495,1547,1785,719,341,2098,4376
311.6,311,797,1408,4312566,1979,346,3182,279,4550,1508,1580,831,360,2189,4044
311.8,404,728,1443,4302209,1474,523,3507,67,4689,1433,1456,855,443,2155,4527
312.0,318,694,1304,4251362,1368,481,3706,57,4478,1361,1609,976,333,2202,4867
312.2,374,650,1296,4228684,1250,452,3550,38,4522,1144,1773,920,301,2083,4560
312.4,294,620,1056,4102097,1937,333,3275,98,4642,1175,1757,721,268,2005,4757
312.6,341,831,1052,4160977,2271,335,3262,235,4529,1238,1752,791,366,2056,4166
312.8,333,658,1153,4135729,2250,217,3277,168,4472,1203,1635,600,428,1990,4150
